name,latitude,longitude,Hotel_Name
The Man Behind The Curtain,53.798286,-1.5399370000000001,Urban Banana Apartments
The Checkers,52.55568,-3.13769,Accommodation in Montgomery
Pipe and Glass,53.8955,-0.53301,Number Twenty Two
Fischer's at Baslow Hall,53.25055,-1.6269798,Fischer's Baslow Hall
Winteringham Fields,53.687780000000004,-0.59013,Winteringham Fields
Thomas Carr @ The Olive Room,51.209476,-4.118807,The Olive branch
Walnut Tree,51.84534,-2.95438,The Byre
Paul Ainsworth at No.6,50.541534000000006,-4.9398518,The Sail Loft
Simpsons,52.46925,-1.9238800999999999,The Edgbaston Hotel
Purnell's,52.48268,-1.9018,The Lightwell
Adam's,52.47964,-1.9002860000000001,Le'May's Place Birmingham
Outlaw's Fish Kitchen,50.59206,-4.832,Fishermans Cottage
Carters of Moseley,52.44588,-1.8838400000000002,Beverley Lodge
Peel's,52.4259,-1.7053599999999998,Hampton Manor
John's House,52.73295,-1.145851,The Swan Inn
The Whitebrook,51.759696999999996,-2.686909,The Whitebrook
James Sommerin,51.434387,-3.167951,Sain-Y-Mor
Driftwood,50.1889,-4.97088,The Rosevine
The Cross at Kenilworth,52.350315,-1.5801147,The Abbeyfields Hotel
Masons Arms,50.995470000000005,-3.6716300000000004,"Knowstonebnb, West View Cottage"
Salt,52.18963,-1.7092043000000001,Exeid Stratford Upon Avon
Le Champignon Sauvage,51.891459999999995,-2.07912,TMI Serviced Accommodation Ltd
Gidleigh Park,50.67658,-3.87354,Gidleigh Park
Hambleton Hall,52.65736999999999,-0.6681199999999999,Hambleton Hall
wilks,51.46737,-2.6069899,The Maisonette
Bulrush,51.46278,-2.5977580000000002,Toad Lodge
Casamia,51.447254,-2.5940727999999997,Bristol Harbour Homes
Paco Tapas,51.44647,-2.5935799999999998,Gingell House
Pony & Trap,51.34938,-2.5925993999999997,2 Stowey Cottages
The Dining Room,51.58376,-2.14954,Whatley Manor Hotel and Spa
Bybrook,51.49382,-2.23212,Manor House Hotel and Golf Club
Restaurant Hywel Jones by Lucknam Park,51.455020000000005,-2.25941,Lucknam Park Hotel & Spa
Olive Tree,51.38707,-2.3627,The Queensberry Hotel
Lympstone Manor,50.64069,-3.4186062999999995,Lympstone Manor
The Neptune,52.9511,0.50927,Caley Hall Hotel
Elephant,50.458529999999996,-3.5243800000000003,Au Bord de la Mer Holiday Apartments
Oxford Kitchen,51.776733,-1.264794,Diamond cottages
Nut Tree,51.83618,-1.1499,Chapel cottage
Morston Hall,52.954730000000005,0.98729,Church Cottage
Red Lion Freehouse,51.2736,-1.8007996,Enford House - B&B
Blackbird,51.420887,-1.3493548999999998,Donnington Grove
Woodspeen,51.415802,-1.353532,Donnington Grove
The Coach,51.571712,-0.7772678000000001,Bee Lodge
Crown,51.524807,-0.7915291,Bray cottage
L'Ortolan,51.40833,-0.9542898000000001,Willow Tree House
Hinds Head,51.51265,-0.6964100000000001,The Waterside Inn
Black Rat,51.057959999999994,-1.3069496999999999,The Black Hole B&B
Matt Worswick at The Latymer,51.35764,-0.7086128,Pennyhill Park
Coworth Park,51.40463,-0.616715,Coworth Park
Tudor Room,51.417590000000004,-0.545847,Great Fosters - part of the Alexander Hotels Collection
The Glasshouse,51.4771,-0.28574,Kew Gardens Hotel
La Trompette,51.49222,-0.25619000000000003,Studio On The Corner
Tim Allen's Flitch of Bacon,51.867470000000004,0.404134,The Flitch Of Bacon
River Café,51.48395,-0.22423,Flying Butler Apartments - Hammersmith
Kitchen W8,51.499179999999996,-0.19692,Oakdale Serviced Apartments
Trishna,51.51834,-0.153031,Faraday House
Roganic,51.518314000000004,-0.1520875,Casa
Locanda Locatelli,51.51514,-0.15675,DoubleTree by Hilton Hotel London - Marble Arch
Texture,51.51488,-0.15664,DoubleTree by Hilton Hotel London - Marble Arch
Portland,51.519726,-0.142555,Hallam Hotel
Harwood Arms,51.48291,-0.19651,Thuis UK
Pied à Terre,51.519,-0.13510999999999998,Fitzbb
The Ninth,51.51875,-0.1350068,ラスボーン ホテル
Kai,51.50871,-0.15162,Audley House
Pollen Street Social,51.5133,-0.14234000000000002,Lovely Mayfair Suites by Sonder
Hakkasan Mayfair,51.51037,-0.14475,Grosvenor Executive Chauffeurs
The Square,51.510690000000004,-0.14401,Bloomfield Court
Alyn Williams at The Westbury,51.511179999999996,-0.14303,"The Westbury Mayfair, a Luxury Collection Hotel, London"
Benares,51.50973,-0.14494,"intercontinenal hotel london, uk"
Hakkasan Hanway Place,51.5171,-0.13144,Solaz Villa Hotel
Social Eating House,51.51383,-0.13673,"Soho, Londres"
Galvin at Windows,51.505390000000006,-0.15039,London Hilton on Park Lane
Murano,51.50707,-0.14722000000000002,Mayfair Guesthouse
Marcus,51.501709999999996,-0.15614,The Berkeley
Sabor,51.511368,-0.1396773,Swiss-Belhotel International
Clock House,51.30044,-0.49287,Broadway Villa
Yauatcha Soho,51.51367,-0.1352,Short Lets
Céleste,51.502421999999996,-0.15226170000000003,The Lanesborough
Gymkhana,51.50854,-0.14154,Vakantiehuis Comfortabel appartement in Londen vlak bij het centrum
Amaya,51.49912,-0.15730999999999998,Jumeirah Lowndes Hotel
Pétrus,51.49951,-0.15662,Jumeirah Lowndes Hotel
Veeraswamy,51.51008,-0.13809000000000002,Regent Palace Hotel
Barrafina,51.51375,-0.1318,Mimi's Hotel Soho
Hide,51.506077000000005,-0.144289,Flemings Mayfair Hotel
Ritz Restaurant,51.50728,-0.14140999999999998,Trabajo London
Elystan Street,51.491240000000005,-0.16724,Dominique
Seven Park Place,51.50623,-0.13998,St. James's Hotel and Club - Mayfair London
Ikoyi,51.509212,-0.1334389,Charming Mayfair Suites by Sonder
Aquavit,51.508713,-0.1334072,Charming Mayfair Suites by Sonder
Five Fields,51.49168,-0.16124000000000002,"San Domenico House Hotel, Chelsea and Knightsbridge London"
Dining Room at The Goring,51.49763,-0.14556,The Goring Hotel
St John,51.52064,-0.10132999999999999,Citadel Apartments Farringdon
Quilon,51.49863,-0.13726,The Hamptons Bar
Club Gascon,51.518570000000004,-0.10031,Mark Fagan Associates
A. Wong,51.493179999999995,-0.14128,런던 빅토리아 zibe 민박
The Clove Club,51.52711,-0.07927000000000001,HoxtonMix Office
Leroy,51.524086,-0.0815337,Principal Tower
Angler,51.51894,-0.08625,Hotel Larisa
Brat,51.52427,-0.0767681,Boundary London
Lyle's,51.52378,-0.07704,sool raousko
Galvin La Chapelle,51.52032,-0.0781,Batty Langley's Hotel
City Social,51.515209999999996,-0.08431,B S M food and wine
La Dame de Pic,51.510372,-0.07889810000000001,Four Seasons Hotel
Story,51.50268,-0.07774,The Lalit London
Trinity,51.463359999999994,-0.14148,​Garden of Ideas
Chez Bruce,51.44607,-0.16552999999999998,Althorp Lodge
Sorrel,51.228825,-0.3346741,The Waltons Bed and Breakfast
Restaurant Tristan,51.062346999999995,-0.326034,Premier Inn Horsham Town Centre hotel
Gravetye Manor,51.08932,-0.05691,Gravetye Manor
The Sportsman,51.343920000000004,0.95885,Coast Guards Caravan Park
West House,51.11521,0.64215,Tudor Cottage Bed and Breakfast
Fordwich Arms,51.295284,1.1261871,Sturry Court Farm
Samphire,49.18488,-2.1057,Banjo
Bohemia,49.181225,-2.102417,The Club Hotel & Spa
